56	2
35	1
60	3
220	3
308	4
67	3
215	1
73	2
319	4
251	1
115	1
112	1
185	3
348	5
365	1
333	3
86	5
168	1
364	2
263	3
207	1
242	5
183	3
376	1
224	5
177	4
12	1
75	1
111	4
23	4
264	3
41	4
68	1
82	3
130	5
125	1
77	1
172	1
71	2
339	4
66	1
103	1
280	3
208	4
59	2
336	1
211	1
343	2
26	4
366	4
358	4
127	4
116	1
100	3
79	1
279	1
230	2
195	2
374	3
141	4
278	1
388	5
135	3
389	3
222	1
138	1
276	1
46	3
107	1
295	4
57	2
381	1
152	2
247	3
170	3
397	2
129	4
238	3
250	2
78	1
133	3
72	2
258	3
184	3
252	2
1	1
137	4
22	4
154	3
313	1
391	5
237	2
206	4
288	1
270	3
354	3
299	3
33	2
345	4
40	2
400	2
231	1
113	1
245	5
254	2
283	4
165	2
309	1
142	2
5	1
114	1
55	2
265	2
325	1
136	3
117	1
45	3
145	2
282	2
275	4
342	2
337	1
393	2
363	3
378	1
351	2
158	2
218	4
176	4
28	3
148	5
92	3
36	2
118	1
162	1
84	4
95	2
203	4
25	3
7	1
292	2
353	2
232	1
93	2
296	2
304	3
18	4
240	3
147	4
157	4
392	2
16	1
370	2
341	2
287	3
349	1
19	5
44	4
266	1
31	1
217	1
146	4
368	1
74	1
61	5
29	2
390	3
380	3
212	1
303	1
228	3
159	5
193	2
226	4
101	4
360	3
223	4
105	1
399	3
285	4
17	1
271	2
335	3
166	2
198	2
214	1
331	4
89	1
80	1
51	1
274	1
246	3
143	2
48	3
15	1
97	4
330	5
284	4
134	3
110	1
30	2
234	2
6	4
219	5
367	2
272	2
182	5
253	2
153	2
164	3
186	4
64	2
394	3
267	3
90	1
139	2
13	1
4	1
359	5
104	3
316	1
328	1
52	2
179	2
369	2
356	2
302	1
171	4
11	1
43	3
69	1
300	3
85	4
119	1
39	2
216	1
126	3
108	1
382	5
156	2
2	4
124	1
307	1
261	5
27	5
10	1
144	3
273	3
257	2
352	2
312	1
290	3
81	2
20	3
200	3
340	2
187	4
213	1
398	2
329	4
344	2
346	4
9	1
189	3
294	4
227	5
109	1
161	4
383	3
395	2
249	2
372	1
241	4
88	1
209	1
236	1
120	1
323	1
260	2
297	4
24	5
8	4
37	2
83	4
190	3
201	1
99	3
121	1
311	4
281	2
14	1
386	4
314	3
357	2
334	3
174	1
322	1
269	1
315	1
123	1
305	1
268	1
32	1
197	2
233	1
196	2
262	3
320	1
324	1
210	3
151	4
239	2
63	3
54	2
191	5
91	2
62	3
244	4
205	3
327	1
150	2
122	1
58	2
199	2
173	1
256	2
277	1
188	2
361	4
98	5
355	2
235	1
204	1
385	4
377	1
321	1
384	3
371	1
310	1
76	1
34	2
318	4
243	3
50	3
194	2
301	4
42	5
317	4
132	4
167	4
202	4
87	3
248	2
169	2
140	2
180	1
255	2
160	3
289	3
49	2
291	2
106	1
94	2
225	3
102	1
347	4
128	1
259	2
379	3
332	4
21	1
375	4
396	2
38	2
163	2
229	2
350	3
131	4
70	1
192	3
326	1
221	4
373	1
53	3
362	1
47	3
175	1
286	5
338	1
3	4
387	4
96	2
306	1
178	1
149	1
181	1
155	3
65	2
293	2
298	5
