56	2
35	1
60	2
220	3
308	4
67	1
215	1
73	3
319	4
251	1
115	1
112	1
185	4
348	5
365	4
333	3
86	5
168	2
364	3
263	3
207	1
242	5
183	3
376	4
224	5
177	1
12	1
75	4
111	1
23	4
264	2
41	4
68	1
82	2
130	5
125	3
77	1
172	1
71	2
339	1
66	1
103	1
280	1
208	1
59	2
336	4
211	1
343	2
26	4
366	4
358	4
127	4
116	1
100	3
79	1
279	1
230	2
195	3
374	3
141	4
278	1
388	5
135	3
389	3
222	1
138	1
276	1
46	3
107	4
295	4
57	2
381	1
152	2
247	3
170	2
397	4
129	4
238	2
250	2
78	1
133	3
72	2
258	3
184	3
252	2
1	1
137	4
22	4
154	2
313	1
391	5
237	2
206	1
288	1
270	1
354	2
299	3
33	4
345	3
40	2
400	3
231	1
113	1
245	5
254	2
283	4
165	4
309	1
142	2
5	1
114	1
55	2
265	2
325	3
136	4
117	1
45	3
145	3
282	2
275	4
342	2
337	4
393	3
363	1
378	1
351	2
158	2
218	4
176	4
28	3
148	5
92	2
36	3
118	4
162	1
84	4
95	4
203	1
25	3
7	1
292	2
353	2
232	1
93	4
296	2
304	1
18	4
240	2
147	4
157	4
392	2
16	1
370	2
341	2
287	3
349	1
19	5
44	4
266	1
31	1
217	1
146	4
368	2
74	4
61	5
29	2
390	3
380	3
212	1
303	1
228	3
159	5
193	3
226	4
101	1
360	3
223	4
105	1
399	3
285	4
17	1
271	2
335	3
166	4
198	2
214	1
331	4
89	1
80	1
51	1
274	4
246	3
143	2
48	2
15	1
97	4
330	5
284	4
134	3
110	1
30	2
234	2
6	1
219	5
367	4
272	2
182	5
253	2
153	2
164	3
186	4
64	2
394	3
267	1
90	1
139	1
13	1
4	1
359	5
104	1
316	1
328	4
52	2
179	3
369	2
356	4
302	1
171	1
11	1
43	3
69	1
300	3
85	4
119	4
39	2
216	1
126	1
108	4
382	5
156	4
2	1
124	3
307	4
261	5
27	5
10	1
144	3
273	3
257	3
352	2
312	1
290	3
81	2
20	3
200	3
340	2
187	4
213	1
398	2
329	4
344	3
346	4
9	1
189	3
294	4
227	5
109	1
161	1
383	3
395	3
249	2
372	1
241	4
88	1
209	1
236	3
120	1
323	1
260	2
297	4
24	5
8	1
37	2
83	4
190	3
201	1
99	3
121	1
311	1
281	2
14	1
386	4
314	1
357	4
334	3
174	3
322	1
269	1
315	1
123	1
305	1
268	1
32	1
197	4
233	4
196	4
262	3
320	1
324	3
210	1
151	2
239	2
63	3
54	2
191	5
91	2
62	3
244	4
205	1
327	1
150	3
122	1
58	2
199	3
173	1
256	2
277	1
188	2
361	1
98	5
355	2
235	1
204	1
385	3
377	4
321	1
384	3
371	1
310	1
76	1
34	2
318	4
243	3
50	2
194	3
301	1
42	5
317	4
132	4
167	4
202	1
87	3
248	2
169	2
140	2
180	3
255	2
160	3
289	3
49	2
291	2
106	1
94	4
225	3
102	1
347	4
128	1
259	2
379	3
332	4
21	1
375	4
396	4
38	2
163	3
229	2
350	3
131	4
70	1
192	3
326	4
221	1
373	1
53	3
362	1
47	2
175	4
286	5
338	1
3	1
387	4
96	2
306	1
178	1
149	1
181	1
155	2
65	2
293	4
298	5
